,1 Hz,,2 Hz,,5 Hz,,10 Hz,,20Hz,,50 Hz,,100 Hz,,200 Hz,,250 Hz,,500 Hz,frequesncy,EPSC Gain,
9.0055330539,3.208535292E-11,4.5055890986,4.074912263E-11,1.8056500474,5.221196825E-11,0.90572717774,7.108433678E-11,0.45581218686,9.925628707E-11,0.18510582467,5.804880525E-12,0.086002513419,4.725800764E-10,0.047889855079,8.172461097E-10,0.04372409479,2.054915974E-9,0.043104933316,6.001882875E-8,,,
9.0055358252,3.262939191E-11,4.5055917805,4.115903905E-11,1.8056530374,5.285338227E-11,0.90573017991,7.193091332E-11,0.45581527992,1.004391996E-10,0.18510791581,5.8724135E-12,0.086004656004,4.73673818E-10,0.047892848153,8.148475826E-10,0.043727141911,2.050229013E-9,0.043106375489,6.006108163E-8,,,
9.005538426,3.293518882E-11,4.5055952494,4.172840081E-11,1.8056560377,5.349524603E-11,0.90573318523,7.278758914E-11,0.45581837625,1.016362225E-10,0.18511017916,5.940032498E-12,0.086007424297,4.740326489E-10,0.047895849128,8.136688997E-10,0.04373018997,2.045551127E-9,0.043108276599,6.00898551E-8,,,
9.0055417982,3.338420345E-11,4.5055991923,4.242076754E-11,1.8056589706,5.412880176E-11,0.90573619368,7.365448307E-11,0.45582147586,1.028475229E-10,0.18511236561,6.004094724E-12,0.0860105018,4.740205222E-10,0.047898843787,8.112814052E-10,0.043733238965,2.040882304E-9,0.043112041572,6.01633115E-8,,,
9.0055456411,3.393596524E-11,4.5056027424,4.288841964E-11,1.8056618667,5.476511583E-11,0.9057392053,7.453172158E-11,0.45582457875,1.040732696E-10,0.18511437568,6.069555575E-12,0.086013608982,4.73650084E-10,0.047901846607,8.101064295E-10,0.043736288898,2.036222531E-9,0.043119476942,6.032650407E-8,,,
9.0055491002,3.423848198E-11,4.5056057431,4.366019901E-11,1.8056647816,5.541488068E-11,0.90574222009,7.541943178E-11,0.45582768492,1.053136337E-10,0.18511639485,6.138746219E-12,0.086016601147,4.728450608E-10,0.047904842852,8.077299305E-10,0.04373933977,2.031571795E-9,0.043123785253,6.037690835E-8,,,
9.0055521904,3.479430088E-11,4.5056084275,4.407587436E-11,1.8056677283,5.607807366E-11,0.90574523806,7.631773841E-11,0.45583079437,1.06568788E-10,0.18511861365,6.210289199E-12,0.08601975341,4.724120507E-10,0.047907847517,8.065586486E-10,0.043742391581,2.026930084E-9,0.04312592956,6.044717904E-8,,,
9.0055551374,3.538749615E-11,4.5056118105,4.452029097E-11,1.8056706841,5.6748815E-11,0.90574825921,7.722676619E-11,0.45583390712,1.078389073E-10,0.18512088807,6.279591147E-12,0.08602291797,4.719461519E-10,0.04791084535,8.041931081E-10,0.043745444331,2.022297386E-9,0.043127705023,6.045314973E-8,,,
9.0055579613,3.576467226E-11,4.5056153874,4.519103545E-11,1.8056736304,5.742427806E-11,0.90575128354,7.814664257E-11,0.45583702316,1.091241682E-10,0.18512299122,6.347144812E-12,0.086026002024,4.711454878E-10,0.047913851864,8.030255064E-10,0.043748498021,2.017673687E-9,0.043129140555,6.049503818E-8,,,
9.0055613688,3.6239613E-11,4.5056184523,4.59802055E-11,1.8056765703,5.810626715E-11,0.90575431105,7.907749794E-11,0.4558401425,1.104247495E-10,0.18512498944,6.417758492E-12,0.086028877634,4.699939032E-10,0.047916851285,8.006708878E-10,0.043751552653,2.013058976E-9,0.04313100927,6.052255406E-8,,,
9.005565121,3.681976784E-11,4.5056216904,4.636979609E-11,1.8056795149,5.87973283E-11,0.90575734175,8.001946423E-11,0.45584326514,1.11740832E-10,0.18512712143,6.657542007E-12,0.08603189038,4.695431366E-10,0.047919859649,7.995069527E-10,0.043754608225,2.008453241E-9,0.043134640366,6.059273996E-8,,,
9.0055685578,3.720629978E-11,4.5056250697,4.707046598E-11,1.8056824683,5.949792222E-11,0.90576037565,8.097267416E-11,0.45584639109,1.130725985E-10,0.18512961596,6.470279129E-12,0.086035733795,4.680617262E-10,0.047922860659,7.971632192E-10,0.04375766474,2.003856468E-9,0.043141902557,6.074196833E-8,,,
9.0055715191,3.772693063E-11,4.5056280396,4.78125314E-11,1.8056854267,6.02070089E-11,0.90576341275,8.193726149E-11,0.45584952035,1.144202338E-10,0.18513252457,6.769949829E-12,0.086039553759,4.673430068E-10,0.047925870876,7.960029372E-10,0.043760722198,1.999268645E-9,0.043148417867,6.087168244E-8,,,
9.0055740744,3.807347502E-11,4.5056308582,4.832646839E-11,1.8056883862,6.092391104E-11,0.90576645305,8.29133618E-11,0.45585265291,1.157839248E-10,0.18513516551,6.681549901E-12,0.086043772975,4.656593835E-10,0.047928873477,7.936700522E-10,0.043763780598,1.99468976E-9,0.043151632476,6.09017221E-8,,,
9.0055767282,3.850535862E-11,4.5056343807,4.8993846E-11,1.8056913466,6.164894698E-11,0.90576949656,8.390111253E-11,0.45585578882,1.171638691E-10,0.18513758463,6.984683149E-12,0.086047560795,4.644835266E-10,0.047931885549,7.925134099E-10,0.043766839943,1.990119801E-9,0.043153414782,6.095052437E-8,,,
9.0055797064,3.919487034E-11,4.5056383387,4.979831124E-11,1.80569431,6.238275089E-11,0.90577254328,8.490065283E-11,0.45585892807,1.185602641E-10,0.18513994051,7.056809307E-12,0.086053681391,4.625385653E-10,0.047934889741,7.901913367E-10,0.043769900231,1.985558755E-9,0.043155416777,6.097997868E-8,,,
9.0055829401,3.950631349E-11,4.505641941,5.036885681E-11,1.8056972777,6.312558474E-11,0.90577559321,8.591212324E-11,0.45586207068,1.199733019E-10,0.18514274664,7.123026253E-12,0.086059854021,4.611896433E-10,0.047937903669,7.890383205E-10,0.043772961465,1.981006609E-9,0.04315915906,6.105126969E-8,,,
9.0055862596,4.010993668E-11,4.505645034,5.120490051E-11,1.805700249,6.387734891E-11,0.90577864637,8.69356658E-11,0.45586521663,1.214031746E-10,0.18514589011,7.049054278E-12,0.086063638757,4.595039285E-10,0.047940909455,7.867270226E-10,0.043776023645,1.976463352E-9,0.043166432774,6.119845574E-8,,,
9.0055890959,4.074823016E-11,4.5056477099,5.15338767E-11,1.8057032231,6.463796033E-11,0.90578170274,8.797142424E-11,0.45586836594,1.228500791E-10,0.18514873913,7.242690371E-12,0.086066818865,4.585988682E-10,0.047943925241,7.855776193E-10,0.04377908677,1.97192897E-9,0.043172953739,6.132651813E-8,,,
9.0055917778,4.115813413E-11,4.5056504152,5.215481108E-11,1.8057061999,6.540754069E-11,0.90578476235,8.9019544E-11,0.4558715186,1.243142171E-10,0.18515112007,7.390074837E-12,0.086070889829,4.576519368E-10,0.047946932622,7.832770602E-10,0.043782150843,1.967403452E-9,0.043176156135,6.135553734E-8,,,
9.0055952467,4.172748093E-11,4.505653581,5.299025362E-11,1.8057091797,6.618630873E-11,0.90578782519,9.008017227E-11,0.45587467463,1.257957926E-10,0.18515317422,7.403867801E-12,0.086074153104,4.56608856E-10,0.047949950268,7.821312563E-10,0.043785215863,1.962886786E-9,0.04317791921,6.14035359E-8,,,
9.0055991896,4.241983057E-11,4.5056568006,5.366162391E-11,1.8057121628,6.697442369E-11,0.90579089126,9.11534578E-11,0.45587783403,1.272950099E-10,0.18515519067,7.423921524E-12,0.086076946926,4.554488875E-10,0.047952959244,7.798413996E-10,0.04378828183,1.958378958E-9,0.043179889132,6.143172599E-8,,,
9.0056027397,4.288746832E-11,4.5056596863,5.427408496E-11,1.8057151492,6.777196328E-11,0.90579396057,9.223955111E-11,0.45588099679,1.288120755E-10,0.18515744064,7.764510806E-12,0.08607999884,4.546976742E-10,0.047955978753,7.786991818E-10,0.043791348747,1.953879956E-9,0.04318350541,6.149990983E-8,,,
9.0056057404,4.365923378E-11,4.5056624595,5.488762792E-11,1.8057181386,6.857899686E-11,0.90579703312,9.333860438E-11,0.45588416293,1.303471982E-10,0.18515998753,7.568419122E-12,0.086083199509,4.53474884E-10,0.047958989325,7.764199912E-10,0.043794416613,1.949389769E-9,0.043190619192,6.164141891E-8,,,
9.0056084247,4.40748958E-11,4.5056653398,5.553821412E-11,1.8057211311,6.93956348E-11,0.90580010892,9.445077162E-11,0.45588733245,1.319005902E-10,0.18516293446,7.785614215E-12,0.086086423954,4.527012271E-10,0.047962010699,7.752813461E-10,0.043797485428,1.944908384E-9,0.043197172204,6.176868664E-8,,,
9.0056118078,4.451929774E-11,4.5056683402,5.621758263E-11,1.8057241267,7.022201422E-11,0.90580318797,9.557620852E-11,0.45589050535,1.334724667E-10,0.18516550635,7.876931563E-12,0.086089577056,4.514999786E-10,0.047965022869,7.730127854E-10,0.043800555194,1.940435788E-9,0.043200389167,6.179704596E-8,,,
9.0056153846,4.519002528E-11,4.5056713433,5.689780099E-11,1.8057271255,7.105826516E-11,0.90580627028,9.671507264E-11,0.45589368165,1.350630439E-10,0.18516770185,7.977646941E-12,0.086092773694,4.507265173E-10,0.047968046109,7.718776997E-10,0.043803625911,1.93597197E-9,0.043202137458,6.184441586E-8,,,
9.0056184495,4.597917988E-11,4.5056742873,5.757160222E-11,1.8057301275,7.190450092E-11,0.90580935584,9.786752327E-11,0.45589686133,1.366725401E-10,0.18516993962,8.06679799E-12,0.086095948441,4.495259163E-10,0.047971059878,7.696197325E-10,0.043806697579,1.931516917E-9,0.043204072199,6.187128433E-8,,,
9.0056216876,4.636875475E-11,4.5056772029,5.824957862E-11,1.8057331326,7.276083153E-11,0.90581244467,9.903372149E-11,0.45590004441,1.383011761E-10,0.18517219401,8.157418527E-12,0.086099188988,4.487441265E-10,0.047974084986,7.68488193E-10,0.0438097702,1.927070616E-9,0.043207554614,6.193632783E-8,,,
9.0056250669,4.706940829E-11,4.5056801377,5.894131221E-11,1.8057361409,7.362737577E-11,0.90581553676,1.002138303E-10,0.45590323089,1.399491753E-10,0.18517442142,8.248355124E-12,0.086102397337,4.475333755E-10,0.047977100356,7.662407835E-10,0.043812843774,1.922633056E-9,0.043214468427,6.207152082E-8,,,
9.0056280368,4.78114585E-11,4.5056831002,5.964634285E-11,1.8057391523,7.450426008E-11,0.90581863212,1.014080144E-10,0.45590642077,1.41616764E-10,0.18517663003,8.340218052E-12,0.08610564786,4.467498078E-10,0.047980127335,7.651127769E-10,0.043815918301,1.918204224E-9,0.043221055731,6.219813183E-8,,,
9.0056308554,4.832538033E-11,4.5056860694,6.035922093E-11,1.8057421669,7.539161147E-11,0.90582173076,1.026164405E-10,0.45590961406,1.433041708E-10,0.18517886469,8.43369876E-12,0.086108861203,4.454213966E-10,0.047983144306,7.628758888E-10,0.043818993781,1.913784108E-9,0.043224292188,6.222590849E-8,,,
9.0056343778,4.899273979E-11,4.5056890304,6.107757539E-11,1.8057451847,7.628955464E-11,0.90582483267,1.038392773E-10,0.45591281077,1.450116263E-10,0.18518113378,8.528606473E-12,0.086112599124,4.443770919E-10,0.047986173157,7.617514019E-10,0.043822070217,1.909372696E-9,0.043226026895,6.227270227E-8,,,
9.0056383358,4.979718466E-11,4.5056919869,6.18032202E-11,1.8057482057,7.719821424E-11,0.90582793786,1.050766952E-10,0.45591601088,1.467393638E-10,0.18518339558,8.624111229E-12,0.086117366359,4.433093237E-10,0.047989191731,7.595249993E-10,0.043825147608,1.904969975E-9,0.043227926906,6.229828349E-8,,,
9.0056419381,5.036771295E-11,4.5056949484,6.253846768E-11,1.8057512298,7.811771768E-11,0.90583104634,1.063288664E-10,0.45591921442,1.484876193E-10,0.18518562845,8.720169097E-12,0.086120565868,4.41894586E-10,0.047992222456,7.58404019E-10,0.043828225954,1.900575934E-9,0.043231280844,6.236037176E-8,,,
9.0056450311,5.120373913E-11,4.505697918,6.3283648E-11,1.8057542571,7.904819529E-11,0.90583415811,1.075959655E-10,0.45592242138,1.502566314E-10,0.18518786455,8.817546754E-12,0.086123340829,4.411823013E-10,0.047995242635,7.561880659E-10,0.043831305257,1.896190559E-9,0.043237978912,6.248912972E-8,,,
9.005647707,5.153270074E-11,4.5057008921,6.403778704E-11,1.8057572876,7.998977893E-11,0.90583727316,1.088781687E-10,0.45592563177,1.520466411E-10,0.18519013671,9.089674231E-12,0.086127752107,4.401412136E-10,0.047998275236,7.55070579E-10,0.043834385517,1.89181384E-9,0.043244600875,6.261513751E-8,,,
9.0056504122,5.215362073E-11,4.5057038673,6.480031989E-11,1.8057603213,8.094260123E-11,0.90584039152,1.101756544E-10,0.45592884559,1.53857892E-10,0.18519258658,8.984758418E-12,0.086131479651,4.385904478E-10,0.04800129702,7.528650397E-10,0.043837466734,1.887445763E-9,0.043247858306,6.264236417E-8,,,
9.0056535781,5.298904474E-11,4.5057068439,6.557159411E-11,1.8057633582,8.190679593E-11,0.90584351317,1.114886027E-10,0.45593206284,1.556906303E-10,0.18519533941,9.28834284E-12,0.086134580044,4.377520469E-10,0.048004331499,7.517510331E-10,0.04384054891,1.883086317E-9,0.043249580255,6.268861722E-8,,,
9.0056567976,5.366039582E-11,4.5057098238,6.635220415E-11,1.8057663983,8.288249856E-11,0.90584663813,1.128171961E-10,0.45593528354,1.57545105E-10,0.18519783919,9.376206539E-12,0.086138976405,4.367259194E-10,0.04800735489,7.495558716E-10,0.043843632044,1.878735489E-9,0.043251446845,6.271296405E-8,,,
9.0056596833,5.427284117E-11,4.5057128077,6.714238091E-11,1.8057694416,8.386984648E-11,0.90584976639,1.141616189E-10,0.45593850768,1.594215675E-10,0.18520059842,9.454595517E-12,0.086142603241,4.356105577E-10,0.04801039125,7.484453322E-10,0.043846716138,1.874393267E-9,0.043254680093,6.277231456E-8,,,
9.0056624565,5.488636891E-11,4.5057157952,6.794203668E-11,1.8057724882,8.486897874E-11,0.90585289797,1.155220575E-10,0.45594173526,1.613202722E-10,0.18520372194,9.485636807E-12,0.086145575376,4.344298955E-10,0.048013416248,7.46260513E-10,0.043849801192,1.870059639E-9,0.043261146591,6.2894529E-8,,,
9.0056653368,5.553693876E-11,4.5057187855,6.875111825E-11,1.8057755379,8.58800358E-11,0.90585603287,1.16898707E-10,0.4559449663,1.632414761E-10,0.18520655031,9.651253046E-12,0.086148697702,4.336666579E-10,0.04801645449,7.451534278E-10,0.043852887206,1.865734593E-9,0.043267804198,6.301999969E-8,,,
9.0056683372,5.621628967E-11,4.5057217785,6.956976328E-11,1.8057785909,8.690315966E-11,0.90585917112,1.182917657E-10,0.45594820079,1.651854388E-10,0.18520888295,9.769320448E-12,0.086151988879,4.323733493E-10,0.048019481097,7.429789151E-10,0.043855974182,1.861418116E-9,0.043271083883,6.304670459E-8,,,
9.0056713402,5.689649031E-11,4.5057247747,7.039818925E-11,1.805781647,8.793849403E-11,0.90586231272,1.197014264E-10,0.45595143874,1.671524227E-10,0.18521109308,9.876613977E-12,0.086155964675,4.312755423E-10,0.048022521224,7.41875271E-10,0.043859062119,1.857110197E-9,0.04327279366,6.309244798E-8,,,
9.0056742842,5.757027414E-11,4.5057277741,7.123655296E-11,1.8057847065,8.898618426E-11,0.90586545768,1.211278808E-10,0.45595468015,1.69142693E-10,0.18521331819,1.01387309E-11,0.086160791407,4.302208365E-10,0.048025549441,7.397110294E-10,0.043862151019,1.852810824E-9,0.043274627761,6.311560496E-8,,,
9.0056771999,5.824823314E-11,4.5057307768,7.208493843E-11,1.8057877691,9.004637745E-11,0.90586860598,1.225713247E-10,0.45595792503,1.711565178E-10,0.18521582896,1.006516342E-11,0.086163985142,4.289482885E-10,0.048028591454,7.386108134E-10,0.043865240882,1.848519983E-9,0.043277746695,6.31724048E-8,,,
9.0056801346,5.893994893E-11,4.5057337827,7.294342686E-11,1.805790835,9.111922228E-11,0.90587175763,1.24031959E-10,0.45596117338,1.73194168E-10,0.18521864848,1.038355281E-11,0.086166616262,4.28265354E-10,0.048031621282,7.364568073E-10,0.043868331708,1.844237664E-9,0.043283984564,6.326845345E-8,,,
9.0056830971,5.964496131E-11,4.5057367916,7.38121385E-11,1.8057939041,9.220486923E-11,0.90587491265,1.25509987E-10,0.4559644252,1.752559171E-10,0.18522117619,1.048389824E-11,0.086169423312,4.27402499E-10,0.048034665184,7.353600065E-10,0.043871423498,1.839963855E-9,0.04328969568,6.339512292E-8,,,
9.0056860663,6.035782088E-11,4.5057398036,7.469121645E-11,1.8057969764,9.330347039E-11,0.90587807103,1.270056132E-10,0.45596768051,1.773420418E-10,0.18522394151,1.057418702E-11,0.08617291504,4.265266341E-10,0.048037696625,7.332162005E-10,0.043874516253,1.835698542E-9,0.043292576788,6.341670941E-8,,,
9.0056890273,6.10761567E-11,4.5057428189,7.558079584E-11,1.805800052,9.441517964E-11,0.90588123278,1.285190433E-10,0.45597093929,1.794528214E-10,0.18522708819,1.062392202E-11,0.086176241533,4.253301259E-10,0.048040742416,7.32122802E-10,0.043877609974,1.831441713E-9,0.043294230687,6.345984481E-8,,,
9.0056919837,6.18017827E-11,4.5057458373,7.648099682E-11,1.8058031309,9.55401527E-11,0.9058843979,1.300504856E-10,0.45597420156,1.815885382E-10,0.18522997852,1.080853643E-11,0.086179463159,4.245696992E-10,0.048043775471,7.299891607E-10,0.04388070466,1.827193358E-9,0.043296114727,6.348386527E-8,,,
9.0056949452,6.253701108E-11,4.505748859,7.739193777E-11,1.805806213,9.667854697E-11,0.9058875664,1.316001517E-10,0.45597746733,1.837494777E-10,0.18523239465,1.094126568E-11,0.086182659742,4.233329255E-10,0.048046823156,7.288991515E-10,0.043883800314,1.822953464E-9,0.043299393217,6.354227241E-8,,,
9.0056979148,6.328217201E-11,4.5057518838,7.831374572E-11,1.8058092984,9.78305217E-11,0.90589073828,1.33168256E-10,0.45598073659,1.85935928E-10,0.18523466359,1.106209946E-11,0.086186581971,4.22289815E-10,0.048049857826,7.267756396E-10,0.043886896934,1.818722018E-9,0.043305950197,6.36419167E-8,,,
9.0057008889,6.403629139E-11,4.5057549117,7.924655455E-11,1.805812387,9.899623788E-11,0.90589391355,1.347550147E-10,0.45598400934,1.881481803E-10,0.18523690066,1.133130099E-11,0.086191413355,4.2125016E-10,0.048052907404,7.256890069E-10,0.043889994522,1.814499009E-9,0.043311638989,6.376724601E-8,,,
9.0057038641,6.479880435E-11,4.5057579429,8.019049849E-11,1.8058154789,1.001758584E-10,0.90589709221,1.363606452E-10,0.4559872856,1.900771223E-10,0.1852394107,1.12742853E-11,0.086194627968,4.200033908E-10,0.048055943691,7.235755892E-10,0.043893093078,1.810284424E-9,0.043314447341,6.378698459E-8,,,
9.0057068407,6.557005844E-11,4.5057609773,8.11457098E-11,1.805818574,1.01369548E-10,0.90590027426,1.379853679E-10,0.45599044386,1.923196886E-10,0.18524228623,1.160358461E-11,0.086197265516,4.193274526E-10,0.048058995166,7.224923202E-10,0.043896192604,1.806078253E-9,0.043316060218,6.382912989E-8,,,
9.0057098206,6.635064806E-11,4.5057640148,8.211232115E-11,1.8058216725,1.025774734E-10,0.90590345971,1.396294058E-10,0.45599333162,1.946668599E-10,0.18524490394,1.158193723E-11,0.086200069649,4.184948362E-10,0.04806203307,7.203889616E-10,0.043899293099,1.801880481E-9,0.043317896987,6.385176771E-8,,,
9.0057128045,6.714080415E-11,4.5057670556,8.309046805E-11,1.8058247742,1.037998028E-10,0.90590664856,1.412929845E-10,0.45599615587,1.966033693E-10,0.18524746271,1.17554275E-11,0.086203574887,4.176291491E-10,0.048065086443,7.193090434E-10,0.043902394564,1.797691099E-9,0.04332104528,6.390746925E-8,,,
9.005715792,6.794043894E-11,4.5057700995,8.408028884E-11,1.8058278792,1.050367069E-10,0.90590984082,1.429763318E-10,0.45599902179,1.986430823E-10,0.18524972106,1.188079103E-11,0.086206916276,4.16459892E-10,0.048068125966,7.172157088E-10,0.043905497,1.793510092E-9,0.043327341867,6.400173366E-8,,,
9.0057187822,6.874949929E-11,4.5057731467,8.508192337E-11,1.8058309874,1.062883578E-10,0.90591303649,1.446796781E-10,0.456,1.991546979E-10,0.18525186935,1.193964373E-11,0.086210143281,4.15709696E-10,0.04807118124,7.161391287E-10,0.043908600407,1.78933745E-9,0.043333075158,6.412569397E-8,,,
9.0057217752,6.95681228E-11,4.5057761971,8.60955124E-11,1.805834099,1.075549298E-10,0.90591623557,1.464032559E-10,0.45600001,2.422955818E-10,0.1852542352,1.230507187E-11,0.086213340235,4.144994465E-10,0.048074222383,7.140557831E-10,0.043911704786,1.785173161E-9,0.043335938051,6.414577074E-8,,,
9.0057247714,7.039652698E-11,4.5057792507,8.712119799E-11,1.8058372138,1.088365992E-10,0.90591943806,1.481473007E-10,0.45600003,2.411285557E-10,0.18525694861,1.218882976E-11,0.086217278909,4.134842556E-10,0.048077279559,7.129825283E-10,0.043914810138,1.781017212E-9,0.043337559845,6.418774163E-8,,,
9.0057277708,7.123486859E-11,4.5057823076,8.815912406E-11,1.805840332,1.101335442E-10,0.90592264398,1.499120505E-10,0.45600007,2.384526622E-10,0.18526011198,1.24779028E-11,0.086222118106,4.124619451E-10,0.048080322323,7.109091367E-10,0.043917916463,1.776869592E-9,0.043339385841,6.420971442E-8,,,
9.0057307735,7.208323172E-11,4.5057853676,8.920943645E-11,1.8058434534,1.114459449E-10,0.90592585332,1.516977457E-10,0.45600015,2.340104499E-10,0.18526297206,1.277390701E-11,0.086225336435,4.112497168E-10,0.048083381404,7.098391946E-10,0.043921023761,1.772730289E-9,0.04334247119,6.426381356E-8,,,
9.0057337794,7.294169749E-11,4.5057884309,9.02722827E-11,1.8058465782,1.127739837E-10,0.9059290661,1.535046292E-10,0.45600031,2.265871482E-10,0.18526549878,1.29076535E-11,0.086227981128,4.105805852E-10,0.048086425791,7.077757223E-10,0.043924132034,1.76859929E-9,0.043348641886,6.435486431E-8,,,
9.0057367883,7.381038617E-11,4.5057914974,9.134781189E-11,1.8058497062,1.141178448E-10,0.9059322823,1.553329468E-10,0.45600063,2.115612295E-10,0.18526829777,1.28644843E-11,0.086230790545,4.097737103E-10,0.048089486779,7.067090801E-10,0.043927241282,1.764476583E-9,0.043354401766,6.447747851E-8,,,
9.0057398003,7.468944087E-11,4.5057945672,9.243617477E-11,1.8058528376,1.154777145E-10,0.90593550195,1.571829467E-10,0.45600127,1.365969469E-10,0.18527142619,1.31567209E-11,0.086234302707,4.089194963E-10,0.048092532789,7.046554921E-10,0.043930351506,1.760362158E-9,0.043357287959,6.449736795E-8,,,
9.0057428155,7.557899669E-11,4.5057976402,9.353752382E-11,1.8058559723,1.168537876E-10,0.90593872503,1.590548799E-10,0.45600255,1.537248513E-10,0.18527425051,1.344951817E-11,0.08623764958,4.077817551E-10,0.048095595685,7.035921373E-10,0.043933462706,1.756256001E-9,0.043358906564,6.453898213E-8,,,
9.005745834,7.647917379E-11,4.5058007165,9.465201332E-11,1.8058591103,1.182462623E-10,0.90594195156,1.60949E-10,0.45600483336,1.541517982E-10,0.18527681618,1.360760605E-11,0.086240882936,4.070415752E-10,0.04809864332,7.01548399E-10,0.043936574882,1.752158101E-9,0.043360713409,6.456014831E-8,,,
9.0057488556,7.739009056E-11,4.505803796,9.577979933E-11,1.8058622517,1.196553317E-10,0.90594518154,1.628655634E-10,0.45600763206,1.544526672E-10,0.18527966928,1.373725586E-11,0.086244083966,4.058553416E-10,0.048101708127,7.004883188E-10,0.043939688036,1.748068446E-9,0.043363723594,6.46125076E-8,,,
9.0057518804,7.831187401E-11,4.5058068787,9.692103963E-11,1.8058653965,1.210811873E-10,0.90594841497,1.64804829E-10,0.45601057733,1.55008263E-10,0.18528293487,1.38343497E-11,0.086248033993,4.048699056E-10,0.048104757389,6.984543956E-10,0.043942802168,1.743987024E-9,0.043369743965,6.470006371E-8,,,
9.0057549083,7.924465802E-11,4.5058099648,9.807589386E-11,1.8058685446,1.225240247E-10,0.90595165186,1.667670587E-10,0.4560136947,1.548345846E-10,0.18528595698,1.421367998E-11,0.086252880246,4.038649149E-10,0.048107824108,6.973975775E-10,0.043945917278,1.739913823E-9,0.043375532499,6.48213492E-8,,,
9.0057579395,8.018857681E-11,4.505813054,9.924452344E-11,1.805871696,1.239840447E-10,0.9059548922,1.687525171E-10,0.45601678264,1.544322915E-10,0.18528858288,1.435894609E-11,0.08625610271,4.026862288E-10,0.048110874997,6.953734347E-10,0.043949033367,1.735848832E-9,0.043378446671,6.484113661E-8,,,
9.0057609738,8.114376262E-11,4.5058161466,1.004270916E-10,1.8058748508,1.254614507E-10,0.90595813602,1.707614715E-10,0.45601985396,1.547460486E-10,0.18529137557,1.433275945E-11,0.08625875342,4.020240425E-10,0.048113943632,6.943198662E-10,0.043952150436,1.731792038E-9,0.043380064135,6.488243242E-8,,,
9.0057640114,8.211034814E-11,4.5058192424,1.016237635E-10,1.805878009,1.269564468E-10,0.9059613833,1.727941921E-10,0.45602288013,1.544509595E-10,0.18529450803,1.477699976E-11,0.086261566549,4.012431826E-10,0.048116996149,6.923054693E-10,0.043955268486,1.727743429E-9,0.043381853888,6.490284782E-8,,,
9.0057670521,8.308846887E-11,4.5058223415,1.028347061E-10,1.8058811705,1.284692389E-10,0.90596463405,1.748509519E-10,0.4560257421,1.54254392E-10,0.18529751183,1.489700272E-11,0.086265085554,4.004003287E-10,0.048120066701,6.912551378E-10,0.043958387517,1.723702993E-9,0.043384794911,6.49536043E-8,,,
9.0057700961,8.407826314E-11,4.5058254439,1.040600883E-10,1.8058843354,1.30000035E-10,0.90596788828,1.769320268E-10,0.45602848725,1.537810774E-10,0.18530039953,1.495381327E-11,0.086268438285,3.992933243E-10,0.048123120848,6.892504526E-10,0.043961507529,1.719670719E-9,0.043390669947,6.503783242E-8,,,
9.0057731432,8.50798708E-11,4.5058285495,1.053000809E-10,1.8058875037,1.315490467E-10,0.905971146,1.790376955E-10,0.4560315614,1.539522652E-10,0.18530325869,1.535931386E-11,0.086271677298,3.985631308E-10,0.048126193318,6.882033457E-10,0.043964628523,1.715646596E-9,0.043396485667,6.515780808E-8,,,
9.0057761936,8.609343263E-11,4.5058316584,1.065548566E-10,1.8058906754,1.331164883E-10,0.90597440719,1.811682397E-10,0.45603549412,1.532754291E-10,0.18530609734,1.534744814E-11,0.086274881584,3.974008446E-10,0.048129249097,6.862083375E-10,0.0439677505,1.71163061E-9,0.043399425995,6.517747039E-8,,,
9.0057792472,8.711909068E-11,4.5058347707,1.078245901E-10,1.8058938504,1.347025758E-10,0.90597767187,1.833239441E-10,0.45603913318,1.533655856E-10,0.18530901765,1.576749104E-11,0.086278843077,3.964445817E-10,0.048132323488,6.851644427E-10,0.04397087346,1.70762275E-9,0.043401041859,6.521844748E-8,,,
9.005782304,8.815698883E-11,4.5058378862,1.09109458E-10,1.8058970289,1.363075267E-10,0.90598094005,1.85505096E-10,0.45604360847,1.526588034E-10,0.18531194756,1.576425942E-11,0.086283696189,3.954566144E-10,0.048135380899,6.831790775E-10,0.043973997405,1.703623004E-9,0.043402814746,6.523813266E-8,,,
9.0057853641,8.920727292E-11,4.505841005,1.104096389E-10,1.8059002107,1.379315611E-10,0.90598421172,1.877119861E-10,0.45604756754,1.526747297E-10,0.18531487595,1.619382785E-11,0.086286922655,3.943109293E-10,0.048138457213,6.821383823E-10,0.043977122334,1.699631361E-9,0.043405689299,6.528737025E-8,,,
9.0057884273,9.027009052E-11,4.5058441271,1.117253136E-10,1.8059033959,1.395749019E-10,0.90598748689,1.896359848E-10,0.45605248922,1.5195038E-10,0.18531774775,1.61910452E-11,0.086289579468,3.936555433E-10,0.048141516258,6.801626258E-10,0.043980248248,1.695647809E-9,0.043411400902,6.539547866E-8,,,
9.0057914939,9.134559069E-11,4.5058472525,1.130566645E-10,1.8059065846,1.412377746E-10,0.90599064393,1.918731505E-10,0.45605684214,1.519095773E-10,0.18532067149,1.661881374E-11,0.086292396531,3.92900095E-10,0.048144594496,6.791251179E-10,0.043983375147,1.691672335E-9,0.043414779089,6.542014728E-8,,,
